id,system,sector,region,grid,grid_col,grid_row
sw-01519,Dractu,Lannik Space,Mid Rim,Q-13,Q,13
sw-01520,Drada,Halthor,Outer Rim Territories,L-6,L,6
sw-01521,Draflago,Sertar,Outer Rim Territories,R-5,R,5
sw-01522,Dragon Void,Gomar,Inner Rim,K-14,K,14
sw-01523,Dragonflower Nebula,Doldur,Mid Rim,P-15,P,15
sw-01524,Dragos,Boeus,Expansion Region,M-15,M,15
sw-01525,Drahgor,Colundra,Outer Rim Territories,S-4,S,4
sw-01526,Draik,Alui,Mid Rim,O-17,O,17
sw-01527,Dramassia,Juvex,Mid Rim,L-18,L,18
sw-01528,Drannik,Drannik,Expansion Region,K-8,K,8
sw-01529,Draria,Lostar,Expansion Region,M-7,M,7
sw-01530,Drash-So,Yminis,Outer Rim Territories,S-14,S,14
sw-01531,Drashima,Majoor,Expansion Region,N-15,N,15
sw-01532,Draukyze,Thanium,Outer Rim Territories,R-6,R,6
sw-01533,Dravian Starport,Tamarin,Outer Rim Territories,N-18,N,18
sw-01534,Dravin,Subterrel,Outer Rim Territories,L-20,L,20
sw-01535,Dravione,Allied Tion,Outer Rim Territories,S-6,S,6
sw-01536,Drayberia,Sertar,Outer Rim Territories,R-5,R,5
sw-01537,Drazkel,Oriolan,Mid Rim,J-16,J,16
sw-01538,Drearia,,Inner Rim,L-8,L,8
sw-01539,Dreena,Hapes Cluster,Inner Rim,O-9,O,9
sw-01540,Dreffon,,Colonies,J-9,J,9
sw-01541,Dreighton,Dantus,Outer Rim Territories,J-6,J,6
sw-01542,Dreighton Nebula,Dantus,Outer Rim Territories,J-6,J,6
sw-01543,Dreivus,Oeiros,Expansion Region,P-10,P,10
sw-01544,Dreizan,,Core Worlds,M-12,M,12
sw-01545,Dremulae,,Deep Core,M-10,M,10
sw-01546,Dresscol,Trax,Mid Rim,Q-10,Q,10
sw-01547,Dressel,Noolian,Mid Rim,Q-13,Q,13
sw-01548,Dressia,,Colonies,L-8,L,8
sw-01549,Dreve,,Inner Rim,N-7,N,7
sw-01550,Drexel,Lol,Outer Rim Territories,Q-18,Q,18
sw-01551,Drexel Minor,Khuiumin,Outer Rim Territories,O-19,O,19
sw-01552,Drezzi,Esstran (Sith Worlds),Outer Rim Territories,Q-5,Q,5
sw-01553,Drgi,Tokamac,Expansion Region,O-13,O,13
sw-01554,"Drift, The",Elrood,Outer Rim Territories,M-20,M,20
sw-01555,Drilbia,Brema,Outer Rim Territories,M-17,M,17
sw-01556,Droecil,Boeus,Expansion Region,M-15,M,15
sw-01557,Drog,Corporate Sector,Outer Rim Territories,R-4,R,4
sw-01558,Drogheda,Teraab,Mid Rim,Q-11,Q,11
sw-01559,Dromondar Beta,,Unknown Regions,H-7,H,7
sw-01560,Drompani,Prefsbelt,Outer Rim Territories,J-6,J,6
sw-01561,Dromund Kaas,Esstran (Sith Worlds),Outer Rim Territories,R-5,R,5
sw-01562,Drong,Steniplis,Outer Rim Territories,L-18,L,18
sw-01563,Drongar,,Outer Rim Territories,T-5,T,5
sw-01564,Dronseen,Thrasybule,Outer Rim Territories,P-6,P,6
sw-01565,Drophun,,Colonies,L-13,L,13
sw-01566,Droxine,Esstran,Outer Rim Territories,Q-5,Q,5
sw-01567,Droxu,Bheriz,Outer Rim Territories,T-11,T,11
sw-01568,Drualkiin,Kessel,Outer Rim Territories,T-10,T,10
sw-01569,Druckenwell,Doldur,Mid Rim,P-15,P,15
sw-01570,Drunost,Shelsha,Colonies,M-9,M,9
sw-01571,Drup's Star,Saijo,Outer Rim Territories,J-20,J,20
sw-01572,Drurish,Kuat,Core Worlds,M-10,M,10
sw-01573,Druulgotha,Thesme,Outer Rim Territories,O-6,O,6
sw-01574,Dryorkeen Cluster,Parmic,Outer Rim Territories,P-18,P,18
sw-01575,Du Hutta,,Hutt Space,S-11,S,11
sw-01576,Du Mai,Bryx,Mid Rim,R-8,R,8
sw-01577,Dubloviann,,Inner Rim,M-8,M,8
sw-01578,Dubraib,Cegul,Outer Rim Territories,M-20,M,20
sw-01579,Dubrava,Albanin,Outer Rim Territories,T-13,T,13
sw-01580,Dubrillion,Myto,Outer Rim Territories,K-3,K,3
sw-01581,Dubrovia,Aldino,Mid Rim,J-17,J,17
sw-01582,Duhma,Kallea,Outer Rim Territories,K-20,K,20
sw-01583,Duinarbulon,Cronese Mandate,Outer Rim Territories,S-6,S,6
sw-01584,Dulathia,Lantillian,Mid Rim,P-8,P,8
sw-01585,Dulin,,Inner Rim,K-14,K,14
sw-01586,Dulvoyinn,,Deep Core,K-12,K,12
sw-01587,Dunari's Rest,Mayagil,Outer Rim Territories,N-18,N,18
sw-01588,Duneeden,Corusca,Core Worlds,K-9,K,9
sw-01589,Dunnak,,Inner Rim,N-8,N,8
sw-01590,Dur Sabon,Morshdine,Outer Rim Territories,O-5,O,5
sw-01591,Dura-Kahn,Bes Ber Bikade,Expansion Region,L-15,L,15
sw-01592,Durace,,Unknown Regions,H-6,H,6
sw-01593,Duran,,Core Worlds,K-9,K,9
sw-01594,Durgen's Star,Gordian Reach,Outer Rim Territories,P-6,P,6
sw-01595,Durgeon,Galov,Outer Rim Territories,T-13,T,13
sw-01596,Durkteel,Kastolar,Mid Rim,Q-10,Q,10
sw-01597,Duro,Duro,Core Worlds,M-11,M,11
sw-01598,Durollia,Kalamith,Outer Rim Territories,P-5,P,5
sw-01599,Duron,Semagi,Mid Rim,I-16,I,16
sw-01600,Duroon,Corporate Sector,Outer Rim Territories,S-4,S,4
sw-01601,Durren,Meridian,Outer Rim Territories,R-7,R,7
sw-01602,Dustig,Dustig,Mid Rim,N-16,N,16
sw-01603,Duunir,Kibilini,Outer Rim Territories,Q-17,Q,17
sw-01604,Duzay,Alui,Mid Rim,O-17,O,17
sw-01605,Dwartii,Nouane,Inner Rim,N-8,N,8
sw-01606,Dweem,Calaron,Outer Rim Territories,T-9,T,9
sw-01607,Dwor,Steniplis,Outer Rim Territories,L-19,L,19
sw-01608,Dybbron,Nythlide,Inner Rim,L-15,L,15
sw-01609,Dybrin,,Deep Core,L-12,L,12
sw-01610,Dyspeth,Varada,Outer Rim Territories,I-20,I,20
sw-01611,Dzass,Seswenna,Outer Rim Territories,M-17,M,17
sw-01612,Eadu,Bheriz,Outer Rim Territories,U-10,U,10
sw-01613,Ealor,Parmic,Outer Rim Territories,P-18,P,18
sw-01614,Eamus,,Core Worlds,L-13,L,13
sw-01615,Ebaq,,Deep Core,M-11,M,11
sw-01616,Ebenmal,Irnaj,Mid Rim,K-17,K,17
sw-01617,Eberon,Mytaranor,Mid Rim,P-9,P,9
sw-01618,Ebiwaan,Sarin,Outer Rim Territories,P-18,P,18
sw-01619,Ebra,Kesh,Mid Rim,L-6,L,6
sw-01620,Ec Pand,Ado,Mid Rim,M-17,M,17
sw-01621,Echerta,Koradin,Outer Rim Territories,J-18,J,18
sw-01622,Echnos,Hadar,Mid Rim,L-17,L,17
sw-01623,Eckless,,Wild Space,J-3,J,3
sw-01624,Eczar,Seswenna,Outer Rim Territories,M-18,M,18
sw-01625,Edan,Hythrope,Expansion Region,M-15,M,15
sw-01626,Edatha,Vatha,Expansion Region,K-16,K,16
sw-01627,Ediorung,Hapes Cluster,Inner Rim,O-9,O,9
sw-01628,Edis,Farana*,Wild Space,S-3,S,3
sw-01629,Edonaaris,Thrasybule,Outer Rim Territories,P-6,P,6
sw-01630,Edusa,Morshdine,Outer Rim Territories,O-5,O,5
sw-01631,Eedoq,Tantra (Methall'has),Outer Rim Territories,M-19,M,19
sw-01632,Eeyyon,Halm,Mid Rim,J-16,J,16
sw-01633,Egaria,Svivreni,Outer Rim Territories,O-19,O,19
sw-01634,Egips,Tharin (Periphery),Outer Rim Territories,S-8,S,8
sw-01635,Ehjenla,Kathol (Outback),Outer Rim Territories,M-21,M,21
sw-01636,Eiattu,Ado,Mid Rim,L-17,L,17
sw-01637,Eibon,Cronese Mandate,Outer Rim Territories,S-6,S,6
sw-01638,Eidoloni,Eidoloni,Mid Rim,M-16,M,16
sw-01639,Eilnia,,Inner Rim,N-9,N,9
sw-01640,Eiloroseint,Tokamac,Expansion Region,N-13,N,13
sw-01641,Eiram,Tunka (Dalnan),Outer Rim Territories,I-19,I,19
sw-01642,Eirrauus,Quence,Outer Rim Territories,P-18,P,18
sw-01643,Eislo,Eislomi,Inner Rim,O-8,O,8
sw-01644,Ejolus,,Inner Rim,M-8,M,8
sw-01645,Ekibo,Trianii Space*,Wild Space,R-3,R,3
sw-01646,Elamposnia,Gordian Reach,Outer Rim Territories,Q-5,Q,5
sw-01647,Elatha,Stensen,Outer Rim Territories,I-17,I,17
sw-01648,Elbara,Elbaran,Mid Rim,J-17,J,17
sw-01649,Elbra,Airam,Outer Rim Territories,M-20,M,20
sw-01650,Elcorth,Farlax,Core Worlds,K-10,K,10
sw-01651,Elegasso,Irishi,Mid Rim,K-6,K,6
sw-01652,Elerion,Thanium,Outer Rim Territories,R-6,R,6
sw-01653,Elessia,Vendusii,Mid Rim,P-16,P,16
sw-01654,Elgamor,Maldrood,Mid Rim,R-7,R,7
sw-01655,Elgit,,Hutt Space,T-10,T,10
sw-01656,Eliad,Minos Cluster,Outer Rim Territories,M-20,M,20
sw-01657,Elin Roe,,Colonies,N-12,N,12
sw-01658,Elkeenar,,Wild Space,K-21,K,21
sw-01659,Elkkasinn,Phelleem,Outer Rim Territories,S-7,S,7
sw-01660,Elliirad,Airam,Outer Rim Territories,L-20,L,20
sw-01661,Elom,Sertar,Outer Rim Territories,R-5,R,5
sw-01662,Elphrona,Bri'ahl,Outer Rim Territories,I-17,I,17
sw-01663,Elriss,Onatos,Mid Rim,R-15,R,15
sw-01664,Elrood,Elrood,Outer Rim Territories,M-20,M,20
sw-01665,Elshandruu Pica,Quence,Outer Rim Territories,O-18,O,18
sw-01666,Embaril,Allied Tion,Outer Rim Territories,S-6,S,6
sw-01667,Emberlene,Authala,Expansion Region,P-12,P,12
sw-01668,Emmer,Nilgaard,Outer Rim Territories,S-5,S,5
sw-01669,Emoh,Ploo,Expansion Region,N-7,N,7
sw-01670,Emorus,,Inner Rim,O-10,O,10
sw-01671,Empartheca,Hook Nebula,Outer Rim Territories,O-18,O,18
sw-01672,Empress Teta,Koros,Deep Core,L-10,L,10
sw-01673,Emurria,,Colonies,L-9,L,9
sw-01674,Enaleh,,Colonies,L-13,L,13
sw-01675,Enarc,Alui,Mid Rim,O-17,O,17
sw-01676,Encrust,Jubilar,Outer Rim Territories,T-7,T,7
sw-01677,Endex,Velcar,Outer Rim Territories,J-5,J,5
sw-01678,Endor,Zuma (Moddell),Outer Rim Territories,H-16,H,16
sw-01679,Endor Gate,Zuma (Moddell),Outer Rim Territories,H-16,H,16
sw-01680,Endoraan,Clacis,Outer Rim Territories,K-4,K,4
sw-01681,Endovan,Sarka,Mid Rim,Q-8,Q,8
sw-01682,Endovar,(Terrabe),Mid Rim,H-10,H,10
sw-01683,Endregaad,Indrexu,Outer Rim Territories,S-5,S,5
sw-01684,Endrias Minor,Tammuz,Outer Rim Territories,T-14,T,14
sw-01685,Endrolia,,Core Worlds,K-10,K,10
sw-01686,Endymion,Kalamith,Outer Rim Territories,P-5,P,5
sw-01687,Enet,Brak,Expansion Region,O-14,O,14
sw-01688,Enferm,Mezeg,Mid Rim,M-7,M,7
sw-01689,Engebo,Danjar,Outer Rim Territories,N-18,N,18
sw-01690,Engira,Jospro,Outer Rim Territories,R-7,R,7
sw-01691,Enisca,,Colonies,M-13,M,13
sw-01692,Ennth,Astal,Outer Rim Territories,Q-18,Q,18
sw-01693,Enoth,Calamari,Outer Rim Territories,U-6,U,6
sw-01694,Enrivi,Metatessu,Mid Rim,R-9,R,9
sw-01695,Enselon,,Core Worlds,L-12,L,12
sw-01696,Ensolica,,Core Worlds,K-10,K,10
sw-01697,Entana,Cademimu,Outer Rim Territories,L-6,L,6
sw-01698,Entiia,Maldrood,Mid Rim,R-7,R,7
sw-01699,Entooine,Danjar,Outer Rim Territories,N-18,N,18
sw-01700,Entralla,Velcar,Outer Rim Territories,K-4,K,4
sw-01701,Entropian Hive,Elbaran,Mid Rim,J-17,J,17
sw-01702,Entrus,Trax,Mid Rim,Q-10,Q,10
sw-01703,Entruvia,Halla,Mid Rim,R-8,R,8
sw-01704,Entuur,Urce Space,Mid Rim,L-6,L,6
sw-01705,Eol Sha,Corva,Outer Rim Territories,P-3,P,3
sw-01706,Eos,Cadavine,Outer Rim Territories,P-17,P,17
sw-01707,Ephemera,,Inner Rim,J-14,J,14
sw-01708,Epica,Bes Ber Bikade,Expansion Region,L-15,L,15
sw-01709,Epidimi,Rolion,Outer Rim Territories,Q-7,Q,7
sw-01710,Epsi Nadir,Epsi Collective,Expansion Region,M-15,M,15
sw-01711,Epsi Zenith,Epsi Collective,Expansion Region,M-15,M,15
sw-01712,Epsom,Quiberon,Outer Rim Territories,S-15,S,15
sw-01713,Equanus,Veragi,Outer Rim Territories,K-3,K,3
sw-01714,Er'Kit,Noonian,Outer Rim Territories,M-6,M,6
sw-01715,Er'stacia,,Wild Space,V-9,V,9
sw-01716,Erai,Hangshan,Expansion Region,P-11,P,11
sw-01717,Eredenn,Tion Hegemony,Outer Rim Territories,S-6,S,6
sw-01718,Eredin,Astal,Outer Rim Territories,P-18,P,18
sw-01719,Ereesus,Kanz,Outer Rim Territories,N-4,N,4
sw-01720,Eremond,,Deep Core,L-10,L,10
sw-01721,Eres,Esuain,Mid Rim,Q-7,Q,7
sw-01722,Erhynradd,,Inner Rim,N-13,N,13
sw-01723,Eriadu,Seswenna,Outer Rim Territories,M-18,M,18
sw-01724,Erian,Churba,Mid Rim,P-15,P,15
sw-01725,Eridicon,Calamari,Outer Rim Territories,T-6,T,6
sw-01726,Erigorm,,Core Worlds,L-9,L,9
sw-01727,Erilnar,Centrality,Outer Rim Territories,T-8,T,8
sw-01728,Eriscot,Haserian,Mid Rim,Q-14,Q,14
sw-01729,Ermi,Sertar,Outer Rim Territories,R-5,R,5
sw-01730,Eroudac,Doldur,Mid Rim,P-15,P,15
sw-01731,Errimin,Koradin,Outer Rim Territories,J-18,J,18
sw-01732,Ertegas,Javin (Anoat),Outer Rim Territories,K-18,K,18
sw-01733,Ertrax,,Wild Space,N-21,N,21
sw-01734,Erub,,Inner Rim,N-14,N,14
sw-01735,Erysthes,Corporate Sector,Outer Rim Territories,S-4,S,4
sw-01736,Esaga,Esaga,Mid Rim,R-11,R,11
sw-01737,Escabar,,Expansion Region,I-8,I,8
sw-01738,Escalan,Cademimu,Outer Rim Territories,L-6,L,6
sw-01739,Escander,Taldot,Mid Rim,Q-9,Q,9
sw-01740,Escarte,Keldrath,Outer Rim Territories,T-6,T,6
sw-01741,Eschaton,Far Xandil,Mid Rim,O-16,O,16
sw-01742,Esfandia,,Wild Space,I-6,I,6
sw-01743,Eshan,,Inner Rim,N-8,N,8
sw-01744,Esooma,Sprizen,Outer Rim Territories,N-5,N,5
sw-01745,Espinar,,Core Worlds,K-9,K,9
sw-01746,Espirion,,Inner Rim,N-12,N,12
sw-01747,Essebra,Airam,Outer Rim Territories,M-20,M,20
sw-01748,Esseles,Darpa,Core Worlds,L-9,L,9
sw-01749,Esseveya,Maldrood,Mid Rim,R-7,R,7
sw-01750,Essien,Halthor,Outer Rim Territories,M-6,M,6
sw-01751,Ession,Corporate Sector,Outer Rim Territories,S-4,S,4
sw-01752,Essowyn,Trax,Mid Rim,Q-10,Q,10
sw-01753,Estaph,Tapani,Colonies,L-13,L,13
sw-01754,Estaria,Indrexu,Outer Rim Territories,S-5,S,5
sw-01755,Esyram,Atravis,Outer Rim Territories,L-20,L,20
sw-01756,Etai,Druess,Mid Rim,O-15,O,15
sw-01757,Ethav Major,Ethav Regions*,Wild Space,P-3,P,3
sw-01758,Ethrani,D'Astan (Valahari),Outer Rim Territories,N-5,N,5
sw-01759,Etorasp,Hakartha,Expansion Region,K-16,K,16
sw-01760,Etti,Corporate Sector,Outer Rim Territories,S-4,S,4
sw-01761,Euceron,Eucer,Mid Rim,Q-7,Q,7
sw-01762,Eufornis Major,,Core Worlds,M-11,M,11
sw-01763,Eufornis Minor,Shadola,Outer Rim Territories,U-8,U,8
sw-01764,Eva-T,Quence,Outer Rim Territories,O-18,O,18
sw-01765,Evas,Belshar,Mid Rim,I-7,I,7
sw-01766,Excarga,Herios,Outer Rim Territories,T-16,T,16
sw-01767,Exegol,,Unknown Regions,F-7,F,7
sw-01768,Exigar,Weneen,Outer Rim Territories,N-6,N,6
sw-01769,Exocron,Kathol (Outback),Outer Rim Territories,M-21,M,21
sw-01770,Exodeen,,Colonies,M-12,M,12
sw-01771,Exodo,Meridian,Outer Rim Territories,R-7,R,7
sw-01772,Extorin Major,Extorin,Expansion Region,J-15,J,15
sw-01773,Extorin Minor,Extorin,Expansion Region,J-15,J,15
sw-01774,Extrictarium Nebula,Ash Worlds,Outer Rim Territories,T-7,T,7
sw-01775,Eyar,,Inner Rim,O-10,O,10
sw-01776,Ezaraa,Spinward,Outer Rim Territories,M-2,M,2
sw-01777,Ezran,Onatos,Mid Rim,Q-15,Q,15
sw-01778,F'Dann,Dufilvian,Mid Rim,R-15,R,15
sw-01779,F'tral,Calaron,Outer Rim Territories,T-9,T,9
sw-01780,F'tzner,Bartahn,Inner Rim,L-15,L,15
sw-01781,Faarlsun,,Wild Space,T-4,T,4
sw-01782,Fabrin,Circarpous,Expansion Region,O-12,O,12
sw-01783,Fadden,,Inner Rim,N-11,N,11
sw-01784,Fair Hollis,Karthakk,Outer Rim Territories,Q-17,Q,17
sw-01785,Fait d'Fait,Venaarian,Mid Rim,O-7,O,7
sw-01786,Faket,,Wild Space,G-15,G,15
sw-01787,Fakir,Fakir,Colonies,K-9,K,9
sw-01788,Falang Minor,Thanium,Outer Rim Territories,R-6,R,6
sw-01789,Falasia,,Inner Rim,N-10,N,10
sw-01790,Falaston,Kallea,Outer Rim Territories,K-21,K,21
sw-01791,Faldos,Saijo,Outer Rim Territories,K-20,K,20
sw-01792,Falko,Centrality,Outer Rim Territories,U-8,U,8
sw-01793,Falleen,Doldur,Mid Rim,P-15,P,15
sw-01794,Fallex,Belderone,Outer Rim Territories,R-6,R,6
sw-01795,Fallowan,Sujimis,Outer Rim Territories,P-19,P,19
sw-01796,Fangol,Mortex,Outer Rim Territories,S-5,S,5
sw-01797,Fanha,Seitia,Outer Rim Territories,K-19,K,19
sw-01798,Faos Station,Belsmuth,Outer Rim Territories,P-6,P,6
sw-01799,Far Dostany,M'shinni,Mid Rim,M-7,M,7
sw-01800,Far Indosa,Gordian Reach,Outer Rim Territories,P-6,P,6
sw-01801,Far Pando,,Hutt Space,S-13,S,13
sw-01802,Fara's Belt,Rolion,Outer Rim Territories,Q-6,Q,6
sw-01803,Farana,Farana*,Wild Space,S-3,S,3
sw-01804,Farbinda,,Inner Rim,N-14,N,14
sw-01805,Farbog,Vorzyd,Outer Rim Territories,R-6,R,6
sw-01806,Farboon,Tantra,Outer Rim Territories,M-19,M,19
sw-01807,Farfalla,Indra-su-Mar,Expansion Region,P-12,P,12
sw-01808,Farfax,Marzoon,Mid Rim,I-16,I,16
sw-01809,Farfeld,Jjannex,Outer Rim Territories,L-18,L,18
sw-01810,Farhava Beta,Tantra,Outer Rim Territories,M-19,M,19
sw-01811,Farnica,Hapes Cluster,Inner Rim,O-9,O,9
sw-01812,Faro,,Colonies,N-10,N,10
sw-01813,Farquar,Kurost,Mid Rim,Q-11,Q,11
sw-01814,Farrfin,Farrfin,Core Worlds,K-9,K,9
sw-01815,Farseen,Msst,Mid Rim,P-7,P,7
sw-01816,Farsellah,Farstey,Expansion Region,O-8,O,8
sw-01817,Farstey,Farstey,Expansion Region,O-8,O,8
sw-01818,Farstine,Ryndellian,Mid Rim,P-17,P,17
sw-01819,Farstone,Juvex,Mid Rim,K-18,K,18
sw-01820,Farwell Station,Eucer,Mid Rim,R-7,R,7
sw-01821,Fashinder Prime,Primtara,Mid Rim,P-15,P,15
sw-01822,Faz,Farlax,Core Worlds,K-10,K,10
sw-01823,Feather Nebula,Irnaj,Mid Rim,K-17,K,17
sw-01824,Febrini,Hapes Cluster,Inner Rim,O-9,O,9
sw-01825,Fedalle,,Core Worlds,M-10,M,10
sw-01826,Feddasyr,Elus,Inner Rim,N-12,N,12
sw-01827,Federian,Stensen,Outer Rim Territories,I-17,I,17
sw-01828,Fedevoi End,Croynar,Inner Rim,M-14,M,14
sw-01829,Fedje,Atrivis,Outer Rim Territories,L-5,L,5
sw-01830,Feena,Gordian Reach,Outer Rim Territories,Q-5,Q,5
sw-01831,Feenicks,Jjannex,Outer Rim Territories,K-19,K,19
sw-01832,Feenix,D'Aelgoth,Mid Rim,K-17,K,17
sw-01833,Fef,Glythe,Mid Rim,J-7,J,7
sw-01834,Fegorosk,Obtrexta,Outer Rim Territories,K-4,K,4
sw-01835,Fehern,Trax,Mid Rim,Q-10,Q,10
sw-01836,Fekunda,Shadola,Outer Rim Territories,U-8,U,8
sw-01837,Felacat,Grohl,Outer Rim Territories,R-15,R,15
sw-01838,Feldrona,Glythe,Mid Rim,J-7,J,7
sw-01839,Feldwes,Gordian Reach,Outer Rim Territories,Q-6,Q,6
sw-01840,Felin,Spinward,Outer Rim Territories,M-2,M,2
sw-01841,Fellio,Cadavine,Outer Rim Territories,P-17,P,17
sw-01842,Felucia,Thanium,Outer Rim Territories,R-6,R,6
sw-01843,Fendry,Druess,Mid Rim,O-15,O,15
sw-01844,Fenel,Demetras,Outer Rim Territories,O-7,O,7
sw-01845,Fengrine,Senex,Mid Rim,L-18,L,18
sw-01846,Fenion,Rolion,Outer Rim Territories,P-7,P,7
sw-01847,Fenn,Dufilvian,Mid Rim,R-15,R,15
sw-01848,Fennesa,,Inner Rim,K-14,K,14
sw-01849,Fentersohn,,Expansion Region,I-9,I,9
sw-01850,Fenves,Boeus,Expansion Region,L-15,L,15
sw-01851,Feraleech,Noolian,Mid Rim,Q-13,Q,13
sw-01852,Fere,Quelii,Outer Rim Territories,O-6,O,6
sw-01853,Ferijia,,Core Worlds,M-10,M,10
sw-01854,Feris,Agarix,Mid Rim,K-17,K,17
sw-01855,Fermic,Wazta,Outer Rim Territories,J-18,J,18
sw-01856,Ferona Vivaros,,Colonies,N-10,N,10
sw-01857,Ferrelia,Hunnoverrs,Outer Rim Territories,R-16,R,16
sw-01858,Ferrhast,,Core Worlds,L-13,L,13
sw-01859,Ferrix,Xappyh (Morlana),Outer Rim Territories,Q-3,Q,3
sw-01860,Ferro,Illisurevimurasi,Outer Rim Territories,Q-4,Q,4
sw-01861,Ferrok Pax,Ombakond,Expansion Region,P-12,P,12
sw-01862,Ferros,Ojoster,Outer Rim Territories,N-7,N,7
sw-01863,Ferrous Aurora Nebula,Thesme,Outer Rim Territories,O-6,O,6
sw-01864,Ferton,Al'Nasrl,Outer Rim Territories,T-13,T,13
sw-01865,Fest,Atrivis,Outer Rim Territories,L-5,L,5
sw-01866,Feswe Minor,Gordian Reach,Outer Rim Territories,P-5,P,5
sw-01867,Feswe Prime,Gordian Reach,Outer Rim Territories,P-5,P,5
sw-01868,Fether,Corporate Sector,Outer Rim Territories,S-3,S,3
sw-01869,Fex,,Deep Core,L-12,L,12
sw-01870,Fhost,,Wild Space,H-7,H,7
sw-01871,Fial,Auril,Outer Rim Territories,S-6,S,6
sw-01872,Fibuli,Trianii Space*,Wild Space,S-3,S,3
sw-01873,Fikari,Thanium,Outer Rim Territories,R-6,R,6
sw-01874,Fikzwaa,,Inner Rim,N-14,N,14
sw-01875,Filata,,Mid Rim,H-10,H,10
sw-01876,Filby,,Core Worlds,L-9,L,9
sw-01877,Fillithar,,Inner Rim,N-10,N,10
sw-01878,Filordis,Larrin,Inner Rim,N-8,N,8
sw-01879,Filve,Dufilvian,Mid Rim,R-15,R,15
sw-01880,Fimster,,Inner Rim,L-14,L,14
sw-01881,Findris,Haldeen,Colonies,M-9,M,9
sw-01882,Firrerre,Zuma (Sugai),Outer Rim Territories,H-16,H,16
sw-01883,Firrhana,Ojoster,Outer Rim Territories,N-7,N,7
sw-01884,Firro,Farrfin,Core Worlds,K-9,K,9
sw-01885,Fislan,Mortex,Outer Rim Territories,R-4,R,4
sw-01886,Fitca Prime,Urce Space,Mid Rim,L-6,L,6
sw-01887,Fiumar,Quanta,Core Worlds,M-12,M,12
sw-01888,Five Points,Thanium,Outer Rim Territories,S-6,S,6
sw-01889,Fiviune,Grumani,Outer Rim Territories,N-17,N,17
sw-01890,Fjor,Grohl,Outer Rim Territories,R-15,R,15
sw-01891,Flacharia,,Wild Space,H-6,H,6
sw-01892,Flandor,,Inner Rim,N-13,N,13
sw-01893,Flankers,Fakir,Colonies,K-9,K,9
sw-01894,Flashpoint,Meerian,Outer Rim Territories,O-7,O,7
sw-01895,Flax,Sumitra,Expansion Region,O-7,O,7
sw-01896,Fleyars,Baroli,Expansion Region,N-14,N,14
sw-01897,Fligger,Kibilini,Outer Rim Territories,Q-17,Q,17
sw-01898,Florn,Pakuuni,Outer Rim Territories,T-5,T,5
sw-01899,Florrum,Sertar,Outer Rim Territories,R-5,R,5
sw-01900,Floubette,,Colonies,L-13,L,13
sw-01901,Fluwhaka,Mortex,Outer Rim Territories,R-5,R,5
sw-01902,Flyntaria,D'Astan,Outer Rim Territories,O-6,O,6
sw-01903,Fnessal,,Inner Rim,K-14,K,14
sw-01904,Fobaris,Parmel,Outer Rim Territories,O-18,O,18
sw-01905,Fodro,Clacis,Outer Rim Territories,K-4,K,4
sw-01906,Fodurant,Trans-Gascon,Mid Rim,P-8,P,8
sw-01907,Foerost,,Core Worlds,L-10,L,10
sw-01908,Fokask,Klina,Outer Rim Territories,S-13,S,13
sw-01909,Folende,Tion Hegemony,Outer Rim Territories,S-5,S,5
sw-01910,Foless,,Colonies,M-13,M,13
sw-01911,Fondor,Tapani,Colonies,L-13,L,13
sw-01912,Foran Tutha,Cronese Mandate,Outer Rim Territories,S-6,S,6
sw-01913,Forbelea,,Unknown Regions,H-8,H,8
sw-01914,Fordon,Savareen,Outer Rim Territories,Q-16,Q,16
sw-01915,Forlonis Minor,Tharin,Outer Rim Territories,S-8,S,8
sw-01916,Formos,Kessel,Outer Rim Territories,T-10,T,10
sw-01917,Fornax,Glythe,Mid Rim,J-7,J,7
sw-01918,Fornow,Pacanth Reach,Outer Rim Territories,H-16,H,16
sw-01919,Forntay,,Core Worlds,L-12,L,12
sw-01920,Forome,Kessel,Outer Rim Territories,T-10,T,10
sw-01921,Forrn,Xan,Mid Rim,Q-15,Q,15
sw-01922,Forscan,Auril,Outer Rim Territories,R-7,R,7
sw-01923,Forsen,Cassander,Outer Rim Territories,K-5,K,5
sw-01924,Forvand,Corellian,Core Worlds,M-11,M,11
sw-01925,Fostin,Grumani,Outer Rim Territories,N-17,N,17
sw-01926,Foundry,,Colonies,N-10,N,10
sw-01927,Foxar,,Wild Space,N-3,N,3
sw-01928,Fradian,Roche,Mid Rim,Q-8,Q,8
sw-01929,Freda,Esaga,Mid Rim,Q-11,Q,11
sw-01930,Freerock,,Wild Space,H-13,H,13
sw-01931,Frego,,Core Worlds,L-13,L,13
sw-01932,Freliq,Calaron,Outer Rim Territories,U-9,U,9
sw-01933,Fremond,,Inner Rim,N-14,N,14
sw-01934,Fresia,Torranix,Core Worlds,K-10,K,10
sw-01935,Frewwil,,Expansion Region,I-14,I,14
sw-01936,Freya,,Wild Space,S-18,S,18
sw-01937,Frezno,Cademimu,Outer Rim Territories,M-6,M,6
sw-01938,Friijillis,Dail,Outer Rim Territories,P-18,P,18
sw-01939,Frisal,Atrisian CW,Core Worlds,J-12,J,12
sw-01940,Frithia,Glythe,Mid Rim,K-7,K,7
sw-01941,Froffl,Churba,Mid Rim,P-15,P,15
